index,weight
1,0.010702568831090307
8,0.008304230320712282
10,0.007158400796147588
2,0.005881835266395124
4,0.005881835266395124
5,0.005881835266395124
6,0.005881835266395124
13,0.005403036134477926
15,0.0050489002465833824
14,0.004936784285309781
3,0.004582935019811742
7,0.004228799131917199
9,0.004228799131917199
11,0.004228799131917199
12,0.003916538213417802
16,0.003916538213417802
17,0.003916538213417802
18,0.003916538213417802
19,0.003916538213417802
20,0.003916538213417802
21,0.003916538213417802
22,0.003916538213417802
23,0.003916538213417802
24,0.003916538213417802
25,0.003916538213417802
26,0.003916538213417802
27,0.003916538213417802
28,0.003916538213417802
29,0.003916538213417802
30,0.003916538213417802
31,0.003916538213417802
32,0.003916538213417802
33,0.003916538213417802
34,0.003916538213417802
35,0.003916538213417802
36,0.003916538213417802
37,0.003916538213417802
38,0.003916538213417802
39,0.003916538213417802
40,0.003916538213417802
